id_visita,receita
htx8262,2083.67
xaa1387,2659.69
oxw1554,643.83
zqa1475,422.38
btx7617,128.21
lbh1326,93.38
yhf8621,953.2
hxj7728,1510.79
tso4751,934.06
ekp7411,742.46
jnd3132,714.72
nzb8724,2365.66
xrj2271,683.18
kju2523,785.13
nbb5658,166.35
xom5837,480.81
uop8563,469.0
djv4623,683.29
xgz5761,258.17
yxn8153,283.91
auo5762,3.24
rbd3144,684.96
tta6813,47.12
lkp6228,289.74
qax6853,3536.48
gox8137,220.05
ysy4642,252.72
lkk4838,329.06
rth3387,911.03
mcz5665,1100.79
zah5444,1455.65
lxn3336,981.32
rbl8271,469.93
kdy4582,63.36
oni3754,2106.49
jfl2436,238.16
oft4184,98.85
qrv3425,982.16
nkd3555,908.84
dpd3883,886.22
gfn8552,2231.57
ojm8334,688.61
prv5235,317.32
vha1662,5.8
pxz7765,233.02
aie3671,1814.41
lpa2187,470.64
vsa7781,2237.32
eln6268,1672.78
myq2174,1298.58
jln6518,880.32
zqg8715,4094.72
khz1162,1187.9
cas5586,920.67
ucn5888,583.28
uke7611,1285.21
wke1272,732.48
cxh7741,281.61
mug7448,997.07
cmq8333,2093.99
kcm7185,1996.23
ojv8561,3.19
ivy6763,324.64
gml7766,1002.02
wgx4883,597.3
bco7711,531.33
wui8573,459.65
lfw6686,354.85
nzb5523,713.46
xxr7118,6.26
qkz4881,876.08
ojh4766,659.06
ibt3314,2287.43
dbw3862,2667.05
vii1715,685.82
odv4635,512.79
vre1632,291.72
vxm3214,114.32
jhe3765,1488.38
mqw7683,2605.53
rrh3347,2203.55
riw7716,419.54
gyn2356,179.69
yuv1135,4485.53
tqs8157,1242.71
bxd3217,611.38
pyl6758,933.96
rtm5637,200.79
ika2637,2261.99
rfr2511,339.18
ucq4473,1128.9
czx7354,2714.87
vey6526,1000.27
zer7823,369.57
kyb8637,40.17
cto1275,890.22
svp2268,3759.38
aad2467,837.34
qta5862,1082.37
yjk8827,134.18
ypk4538,1242.62
olk2547,244.88
yve7588,187.61
hdo4573,150.44
juh1478,2314.47
zzt5543,557.93
amx3466,1729.89
eag4182,2304.18
drx7576,565.28
ogw1137,1294.78
wsr2533,2287.35
lmm2752,913.54
yrt8164,1521.32
vjr2572,1365.35
kam2886,983.29
mxn8364,120.01
zik6746,294.78
zos8125,3088.23
ayb5147,1647.09
okb5231,814.11
ghf3851,958.9
wvg5683,116.49
vkw2165,659.06
zqw5467,797.79
ceq3478,916.94
psq6216,1527.36
oee1541,1727.22
ksg6583,2502.57
ols2716,991.04
sbe5268,6311.41
lud6875,1743.15
cvx4875,1348.35
yje6665,320.04
mrn1141,442.93
gxb5116,1180.04
oyi2744,3917.69
lsp8887,3350.03
vhy6266,2859.97
oyv4178,5870.61
arm6724,2093.67
wet1243,1078.88
abq8316,5.4
yik7745,983.33
man5358,969.41
xuw1837,3162.91
evs6453,838.06
gec1354,732.85
qgk3386,197.69
ouf4377,449.75
hbx1661,447.42
sje2156,618.09
xto6888,467.17
opl7565,246.49
gtl3277,41.84
cbk1847,131.12
mbf3437,1790.39
xvy6217,2205.38
met2126,1885.95
iwh6784,1171.92
rcl1861,583.72
nmn2347,5.87
ovw8451,2391.63
xhx4242,226.85
sxi3518,186.53
fez3377,3072.03
xlq8746,463.89
dny3622,531.43
jsu3351,4214.69
sic1727,1670.35
kwu1538,52.92
nsm3371,709.13
nuz4872,120.23
zxv1875,1615.17
nsg4783,35.44
zfk3615,267.31
fms3736,1096.38
qoq6852,817.5
flo1126,1890.58
qsl3124,2500.67
mjo5844,399.59
met3621,283.24
yed2161,1306.06
puw6556,2951.56
nqi6737,178.39
zmw6425,66.75
zil1582,360.26
dlv1824,1088.7
rae1816,25.22
gpt3427,1205.09
vzn5358,273.47
jtq3881,261.04
pfb1457,1681.08
gvw4654,115.38
lkn8385,741.22
mbf6461,977.84
gke2858,1201.3
rpg4128,1060.69
iuu6738,623.57
hld1785,671.63
duc6615,449.91
cry1845,312.34
uly6111,25.21
kyn5237,558.35
rrd4444,1682.87
kdh5752,329.85
lue6654,3685.32
byk6433,51.31
rpm1581,635.0
rrj7456,754.79
htm5866,438.13
krt2346,1627.83
idl1765,206.01
ifq3627,410.55
foh8344,2180.28
mcw1487,674.42
cef8444,863.45
pbt1614,1481.19
ghm5532,66.59
adh5816,2247.19
hnl8533,1023.48
xft5653,1417.3
abp1541,369.99
vzw4164,362.33
bvg2648,478.66
suy1763,3475.42
xkb6832,330.57
vvp8553,714.76
cmn3146,146.39
zud5845,670.49
sew1242,467.89
dxu1245,2656.43
fik4668,402.76
ron1456,580.83
twx1363,910.18
kns8535,2717.72
mwf6821,141.53
xhz5432,1601.98
yes6617,25.58
ijx3167,2669.61
grc6473,466.93
qxe5662,1337.8
tvp8271,1297.48
pxg6235,548.03
ltv7443,546.75
lox4233,603.79
pnz7484,2952.7
qdk3833,664.96
tlc3142,476.93
imz3772,130.7
fhb6527,451.33
eaq1513,253.75
skn8521,196.38
gxk6252,507.09
lhv3382,430.4
luh7773,953.16
kap5176,666.86
xsa8521,1548.3
duj7116,2237.42
sca3446,210.94
dcf4175,44.65
kdy4471,87.98
lhg2413,510.63
dwf2444,2610.3
okw8612,5335.76
hca1771,1194.97
tni4474,1153.58
kxm3675,1253.96
jas2167,1249.2
xem2113,1804.73
fyg6518,316.14
vcp8431,5075.86
vdp7355,1664.95
gia1165,452.8
mls3843,2879.01
jas2823,173.36
pwv6614,690.28
uro5214,785.44
zjv7335,4689.59
opf4832,947.2
bfe7437,729.57
ufb7188,1252.61
fbe4133,905.58
xrw7351,241.48
bdw4422,713.0
ken2375,392.65
soi7175,39.87
uww5681,789.9
hre8685,712.41
xnl3847,2216.68
ajv6532,515.15
vyf1855,2096.59
ixd2534,296.89
kvw2726,1430.42
dfb3745,346.15
uyv3625,248.19
juu6632,3533.54
aix3117,10.58
wck3558,95.89
aoz1634,2146.48
gnb4437,77.61
dli5684,729.62
ege4537,448.23
aps5148,36.08
xms6181,390.46
ssk7826,4410.91
kvb5871,411.3
hfv8886,2649.99
apw5362,292.53
vzh6657,197.07
sdr8741,3842.8
pcj2411,328.3
nbf4818,315.1
ntf6312,759.51
rnv7785,202.18
dwa4222,37.58
qeh7338,973.89
aac8144,950.01
vye1525,1237.17
eky3435,784.31
usc7141,534.3
kxi3856,2866.88
cwp6786,592.16
jss6773,478.66
nwj5631,227.14
own5782,82.09
fpx6366,4686.21
jwo4712,645.07
cuy6457,1992.82
xgq3316,251.47
vut8364,85.33
hjn5363,509.13
zwt7288,2250.91
mvt7511,911.18
kwb7561,1547.59
jpe8241,48.53
mox4412,2206.22
inw6315,933.17
whh4578,1166.66
pvg7641,259.07
kjt8855,204.98
bdk2457,54.99
zhl5452,640.89
mol5187,766.25
hzf4178,452.01
tjl3368,293.25
pvg6514,96.74
wvn3551,473.34
pyn2774,3397.1
egw3667,1283.71
dtc1684,621.49
azw7815,548.65
wti3111,1822.15
rqy7318,4431.51
fwn2542,5645.62
avy7645,2010.55
lhc5772,614.49
dyk2268,996.32
qzy3236,1003.36
vil4615,564.11
own2473,1531.06
lrk8634,451.61
hrw5666,94.87
mqw1487,846.98
dcl5625,215.78
dlp4375,52.35
ogb2722,1269.8
cut7445,1542.36
fvh7158,916.35
vcd8137,686.04
nls4222,76.73
jwz4274,638.23
mis1483,1157.89
dho4465,1209.25
efz6652,1479.29
dbi4333,152.32
gvr7641,127.36
dri5886,516.38
nbv8251,42.84
rff7216,432.28
mqs5578,1281.29
ijv2713,635.07
jmh7247,423.4
aga7666,234.91
xqi1672,903.33
mfq2135,1064.02
cag6354,806.99
loj3162,4302.12
bsl3575,1129.51
ggp8837,244.04
svt4426,509.37
cgd1732,1723.4
dol5527,1288.67
spp4424,292.96
aji4443,2858.32
llq5536,1824.09
wuo1514,218.67
seq5345,1536.19
mnq3453,338.6
jtt6856,947.28
ocd4663,404.44
kwy8563,458.6
fuo7583,2469.38
rxt7824,732.07
fcn7735,91.5
vde1532,1271.63
fgg4638,490.59
enq6424,347.03
iro5258,1369.99
yex6341,1210.9
gjj4766,138.1
mwp4743,2085.67
ugg6128,4093.85
xel6328,4361.53
mvl6433,1513.39
zvh8762,2796.44
wya8528,1898.47
gni8648,2590.66
rgn8653,784.9
oae2582,536.37
oma2664,709.46
pvx2647,174.29
wqp2843,4101.42
gbe4156,241.14
rab6642,70.35
zyl4464,253.82
xcn8778,406.78
cfs1816,269.88
pqf7111,815.2
wwv8532,710.55
agx7532,332.32
flx3136,3476.52
qgp3862,459.63
gcj1843,777.39
rwz7551,158.59
bfq5421,652.91
qcy8711,304.54
szm3884,39.85
bme2433,424.27
iri2712,60.99
lyk8112,469.38
mck8646,829.92
axf5482,237.75
qui6273,788.05
lie6156,2226.58
yvl8375,191.71
khp3588,967.46
whn6252,3838.65
qjr6727,948.63
umo3435,543.46
vhg7442,739.24
sgq1523,649.2
ekk4774,584.13
lzs2466,149.16
hpj3823,836.36
ibh3848,20.51
scj3165,181.49
vis4136,421.47
oad5275,2883.47
url1637,196.09
tit1245,1585.83
loh4316,1026.63
ouu4114,632.85
xke6722,140.42
nuw2315,233.16
njk7547,23.72
hco4258,4021.59
kcd3885,621.37
xmk2471,1588.03
urc8261,1165.43
apu8461,1152.17
mlu1754,136.25
ufg8676,551.82
fig8322,228.74
nqa8376,1085.84
wpa1478,644.74
beh3711,2293.78
ayb7273,1877.0
mzs7725,1688.1
vrd7355,245.94
wdi3434,2187.26
tjk6661,1030.82
tck8863,1074.55
bog2765,2025.57
ejk5558,477.06
tej1877,1900.73
utm4152,1355.63
qvs1367,1188.08
vng8878,3689.55
qjv8747,1350.35
coo7336,1239.25
wkx1714,2070.99
wfu6128,506.62
sao2477,176.98
wxv2175,2186.2
ord1677,321.26
zbw4231,47.81
cea6348,381.66
bxd3286,226.32
hsc7774,507.92
omr7286,426.49
nar6638,365.79
lmm1622,389.02
smq3343,954.87
nat2261,1159.72
oiy1581,156.18
fvq4381,1203.02
qzx2886,245.44
ysp1314,1473.65
zpc7374,679.76
ubn2874,977.05
zvi5656,1172.39
rwn4142,82.09
iun3484,677.01
imn3736,1743.07
bhd8531,447.93
xhv3836,1836.51
imu6177,2466.67
jpk8864,1690.65
cxi6555,377.65
she4865,1671.48
vop2475,351.44
ozm1788,496.57
kgs3143,959.23
lwk1756,420.7
vzc2537,602.98
ztr3642,941.34
rqz5185,590.78
zht5476,450.63
tzd7271,515.98
nou5157,1386.29
lyo5252,38.89
ojm3461,36.32
szn7336,113.29
rmw7131,1202.21
vtk3561,739.49
rwe1218,1250.37
gmu2233,94.72
iaz7764,556.65
vup5461,1159.5
afk6288,1224.38
hui4721,4614.67
qib8727,1339.82
cib1475,2039.18
qhs3223,897.48
hmw2241,769.35
yhy4523,470.35
xne8258,349.47
gur6744,1023.6
pzi8832,1395.77
ipe5671,823.07
dpm3431,2364.82
